param-n,build-real,build-sys,build-user,build-and-refine-real,build-and-refine-sys,build-and-refine-user,refine-real,refine-sys,refine-user,to-constr-real,to-constr-sys,to-constr-user,type-of-real,type-of-sys,type-of-user
250,0.006,0.,0.006,0.204,0.,0.204,0.001,0.,0.001,0.131,0.,0.131,0.063,0.,0.063
251,0.006,0.,0.006,0.223,0.,0.223,0.001,0.,0.001,0.137,0.,0.137,0.076,0.,0.076
252,0.006,0.,0.006,0.209,0.,0.209,0.002,0.,0.002,0.132,0.,0.132,0.067,0.,0.067
253,0.008,0.,0.008,0.203,0.,0.203,0.001,0.,0.001,0.128,0.,0.128,0.064,0.,0.064
254,0.006,0.,0.006,0.213,0.,0.213,0.001,0.,0.001,0.134,0.,0.134,0.07,0.,0.07
255,0.006,0.,0.006,0.205,0.,0.205,0.001,0.,0.001,0.125,0.,0.125,0.071,0.,0.071
256,0.007,0.,0.007,0.208,0.,0.208,0.001,0.,0.001,0.132,0.,0.132,0.066,0.,0.066
257,0.009,0.,0.009,0.209,0.,0.209,0.001,0.,0.001,0.135,0.,0.135,0.062,0.,0.062
258,0.006,0.,0.006,0.202,0.,0.202,0.001,0.,0.001,0.124,0.,0.124,0.069,0.,0.069
259,0.006,0.,0.006,0.218,0.,0.218,0.002,0.,0.002,0.133,0.,0.133,0.075,0.,0.075
260,0.006,0.,0.006,0.212,0.,0.212,0.001,0.,0.001,0.133,0.,0.133,0.07,0.,0.07
261,0.006,0.,0.006,0.22,0.,0.22,0.001,0.,0.001,0.134,0.,0.134,0.077,0.,0.077
262,0.007,0.,0.007,0.214,0.,0.214,0.001,0.,0.001,0.135,0.,0.135,0.069,0.,0.069
263,0.007,0.,0.007,0.222,0.,0.222,0.001,0.,0.001,0.137,0.,0.137,0.075,0.,0.075
264,0.006,0.,0.006,0.217,0.,0.217,0.002,0.,0.002,0.135,0.,0.135,0.071,0.,0.071
265,0.007,0.,0.007,0.229,0.,0.229,0.002,0.,0.002,0.14,0.,0.14,0.079,0.,0.079
266,0.006,0.,0.006,0.238,0.,0.238,0.002,0.,0.002,0.156,0.,0.156,0.072,0.,0.072
267,0.007,0.,0.007,0.223,0.,0.223,0.002,0.,0.002,0.143,0.,0.143,0.07,0.,0.07
268,0.013,0.,0.013,0.237,0.,0.237,0.002,0.,0.002,0.144,0.,0.144,0.077,0.,0.077
269,0.007,0.,0.007,0.243,0.,0.243,0.002,0.,0.002,0.15,0.,0.15,0.083,0.,0.083
270,0.007,0.,0.007,0.233,0.,0.233,0.001,0.,0.001,0.151,0.,0.151,0.072,0.,0.072
271,0.007,0.,0.007,0.229,0.,0.229,0.002,0.,0.002,0.143,0.,0.143,0.076,0.,0.076
272,0.007,0.,0.007,0.236,0.,0.236,0.002,0.,0.002,0.145,0.,0.145,0.081,0.,0.081
273,0.007,0.,0.007,0.233,0.,0.233,0.002,0.,0.002,0.149,0.,0.149,0.074,0.,0.074
274,0.009,0.,0.009,0.235,0.,0.235,0.002,0.,0.002,0.147,0.,0.147,0.075,0.,0.075
275,0.007,0.,0.007,0.237,0.,0.237,0.002,0.,0.002,0.154,0.,0.154,0.072,0.,0.072
276,0.008,0.,0.008,0.237,0.,0.237,0.002,0.,0.002,0.144,0.,0.144,0.082,0.,0.082
277,0.007,0.,0.007,0.241,0.,0.241,0.002,0.,0.002,0.153,0.,0.153,0.078,0.,0.078
278,0.007,0.,0.007,0.239,0.,0.239,0.002,0.,0.002,0.151,0.,0.151,0.077,0.,0.077
279,0.007,0.,0.007,0.237,0.,0.237,0.002,0.,0.002,0.151,0.,0.151,0.076,0.,0.076
280,0.007,0.,0.007,0.264,0.,0.264,0.002,0.,0.002,0.169,0.,0.169,0.084,0.,0.084
281,0.007,0.,0.007,0.255,0.,0.255,0.002,0.,0.002,0.16,0.,0.16,0.085,0.,0.085
282,0.013,0.,0.013,0.259,0.,0.26,0.002,0.,0.002,0.161,0.,0.161,0.083,0.,0.083
283,0.007,0.,0.007,0.254,0.,0.254,0.002,0.,0.002,0.163,0.,0.163,0.081,0.,0.081
284,0.007,0.,0.007,0.252,0.,0.252,0.002,0.,0.002,0.161,0.,0.161,0.081,0.,0.081
285,0.007,0.,0.007,0.246,0.,0.246,0.002,0.,0.002,0.156,0.,0.156,0.079,0.,0.079
286,0.007,0.,0.007,0.263,0.,0.263,0.002,0.,0.002,0.17,0.,0.17,0.082,0.,0.082
287,0.007,0.,0.007,0.259,0.,0.259,0.002,0.,0.002,0.165,0.,0.165,0.083,0.,0.083
288,0.007,0.,0.007,0.259,0.,0.259,0.002,0.,0.002,0.165,0.,0.165,0.083,0.,0.083
289,0.007,0.,0.007,0.261,0.,0.261,0.002,0.,0.002,0.167,0.,0.167,0.083,0.,0.083
290,0.007,0.,0.007,0.255,0.,0.255,0.002,0.,0.002,0.164,0.,0.164,0.081,0.,0.081
291,0.007,0.,0.007,0.252,0.,0.252,0.002,0.,0.002,0.161,0.,0.161,0.08,0.,0.08
292,0.008,0.,0.008,0.258,0.,0.258,0.002,0.,0.002,0.164,0.,0.164,0.082,0.,0.082
293,0.007,0.,0.007,0.278,0.,0.278,0.002,0.,0.002,0.171,0.,0.171,0.096,0.,0.096
294,0.016,0.,0.016,0.293,0.,0.293,0.002,0.,0.002,0.182,0.,0.182,0.091,0.,0.091
295,0.007,0.,0.007,0.277,0.003,0.273,0.002,0.,0.002,0.178,0.003,0.174,0.088,0.,0.087
296,0.007,0.,0.007,0.278,0.,0.278,0.002,0.,0.002,0.179,0.,0.179,0.088,0.,0.088
297,0.013,0.,0.013,0.29,0.,0.29,0.002,0.,0.002,0.182,0.,0.182,0.092,0.,0.092
298,0.008,0.,0.008,0.273,0.,0.273,0.002,0.,0.002,0.17,0.,0.17,0.092,0.,0.092
299,0.008,0.,0.008,0.293,0.,0.293,0.002,0.,0.002,0.18,0.,0.18,0.101,0.,0.101
300,0.008,0.,0.008,0.273,0.,0.273,0.002,0.,0.002,0.175,0.,0.175,0.086,0.,0.086
305,0.008,0.,0.008,0.288,0.,0.288,0.002,0.,0.002,0.184,0.,0.184,0.092,0.,0.092
310,0.008,0.,0.008,0.305,0.,0.305,0.002,0.,0.002,0.191,0.,0.191,0.102,0.,0.102
315,0.008,0.,0.008,0.304,0.,0.304,0.002,0.,0.002,0.194,0.,0.194,0.098,0.,0.098
320,0.008,0.,0.008,0.312,0.,0.312,0.002,0.,0.002,0.204,0.,0.204,0.096,0.,0.096
325,0.01,0.,0.01,0.327,0.,0.327,0.003,0.,0.003,0.202,0.,0.202,0.11,0.,0.11
330,0.009,0.,0.009,0.358,0.,0.358,0.002,0.,0.002,0.229,0.,0.229,0.116,0.,0.116
335,0.008,0.,0.008,0.364,0.,0.364,0.003,0.,0.003,0.233,0.,0.233,0.119,0.,0.119
340,0.009,0.,0.009,0.366,0.,0.366,0.003,0.,0.003,0.24,0.,0.24,0.113,0.,0.113
345,0.017,0.,0.017,0.365,0.,0.365,0.003,0.,0.003,0.225,0.,0.225,0.119,0.,0.119
350,0.009,0.,0.009,0.384,0.,0.384,0.003,0.,0.003,0.25,0.,0.25,0.119,0.,0.119
355,0.009,0.,0.009,0.387,0.,0.387,0.003,0.,0.003,0.25,0.,0.25,0.124,0.,0.124
360,0.009,0.,0.009,0.391,0.,0.391,0.003,0.,0.003,0.251,0.,0.251,0.126,0.,0.126
365,0.009,0.,0.009,0.414,0.,0.414,0.003,0.,0.003,0.264,0.,0.264,0.136,0.,0.136
370,0.01,0.,0.01,0.432,0.,0.432,0.004,0.,0.004,0.272,0.,0.272,0.145,0.,0.145
375,0.01,0.,0.01,0.457,0.,0.457,0.003,0.,0.003,0.29,0.,0.29,0.152,0.,0.152
380,0.01,0.,0.01,0.463,0.,0.463,0.003,0.,0.003,0.307,0.,0.307,0.141,0.,0.141
385,0.01,0.,0.01,0.466,0.,0.466,0.004,0.,0.004,0.306,0.,0.306,0.145,0.,0.145
390,0.01,0.,0.01,0.467,0.,0.467,0.004,0.,0.004,0.302,0.,0.302,0.149,0.,0.149
395,0.01,0.,0.01,0.484,0.,0.484,0.004,0.,0.004,0.313,0.,0.313,0.155,0.,0.155
400,0.01,0.,0.01,0.483,0.,0.483,0.004,0.,0.004,0.314,0.,0.314,0.153,0.,0.153
410,0.012,0.,0.012,0.51,0.,0.51,0.004,0.,0.004,0.333,0.,0.333,0.159,0.,0.159
420,0.013,0.,0.013,0.562,0.,0.562,0.004,0.,0.004,0.368,0.,0.368,0.174,0.,0.174
430,0.011,0.,0.011,0.593,0.,0.593,0.004,0.,0.004,0.394,0.,0.394,0.182,0.,0.182
440,0.011,0.,0.011,0.586,0.,0.586,0.005,0.,0.005,0.387,0.,0.387,0.181,0.,0.181
450,0.012,0.,0.012,0.619,0.,0.619,0.005,0.,0.005,0.404,0.,0.404,0.196,0.,0.196
460,0.019,0.,0.019,0.653,0.,0.653,0.005,0.,0.005,0.419,0.,0.419,0.207,0.,0.207
470,0.015,0.,0.015,0.676,0.,0.676,0.006,0.,0.006,0.445,0.,0.445,0.21,0.,0.21
480,0.017,0.,0.017,0.735,0.,0.735,0.006,0.,0.006,0.478,0.,0.478,0.233,0.,0.233
490,0.013,0.,0.013,0.753,0.,0.753,0.006,0.,0.006,0.507,0.,0.507,0.226,0.,0.226
500,0.013,0.,0.013,0.762,0.,0.762,0.007,0.,0.007,0.503,0.,0.503,0.238,0.,0.238
550,0.014,0.,0.014,0.92,0.,0.92,0.008,0.,0.008,0.605,0.,0.605,0.291,0.,0.291
600,0.018,0.,0.018,1.131,0.,1.131,0.009,0.,0.009,0.753,0.,0.753,0.349,0.,0.349
650,0.017,0.,0.017,1.303,0.,1.303,0.011,0.,0.011,0.873,0.,0.873,0.4,0.,0.4
700,0.02,0.,0.02,1.495,0.,1.495,0.013,0.,0.013,1.,0.,1.,0.46,0.,0.46
750,0.021,0.,0.021,1.791,0.,1.791,0.015,0.,0.015,1.212,0.,1.212,0.542,0.,0.542
800,0.021,0.,0.021,1.978,0.007,1.97,0.017,0.,0.017,1.329,0.007,1.321,0.61,0.,0.61
850,0.022,0.,0.022,2.275,0.,2.275,0.02,0.,0.02,1.549,0.,1.549,0.682,0.,0.682
900,0.024,0.,0.024,2.512,0.,2.512,0.021,0.,0.021,1.667,0.,1.667,0.799,0.,0.799
950,0.025,0.,0.025,2.812,0.,2.812,0.025,0.,0.025,1.902,0.,1.902,0.859,0.,0.859
1000,0.027,0.,0.027,3.147,0.003,3.143,0.027,0.,0.027,2.123,0.003,2.119,0.968,0.,0.968
1100,0.037,0.,0.037,3.791,0.,3.791,0.032,0.,0.032,2.515,0.,2.515,1.205,0.,1.205
1200,0.038,0.,0.038,4.503,0.,4.503,0.04,0.,0.04,3.026,0.,3.026,1.397,0.,1.397
1300,0.043,0.,0.043,5.341,0.047,5.293,0.046,0.,0.046,3.629,0.047,3.581,1.621,0.,1.621
1400,0.044,0.,0.044,6.56,0.,6.56,0.056,0.,0.056,4.269,0.,4.269,2.189,0.,2.189
1500,0.041,0.,0.041,7.028,0.,7.028,0.066,0.,0.066,4.738,0.,4.738,2.181,0.,2.181
1600,0.053,0.,0.053,7.946,0.007,7.938,0.07,0.,0.07,5.348,0.007,5.34,2.474,0.,2.474
1700,0.057,0.,0.057,8.894,0.035,8.858,0.084,0.,0.084,5.928,0.035,5.892,2.823,0.,2.823
1800,0.056,0.,0.056,10.032,0.,10.032,0.095,0.,0.095,6.814,0.,6.814,3.065,0.,3.065
1900,0.064,0.,0.064,11.879,0.,11.879,0.11,0.,0.11,7.707,0.,7.707,3.997,0.,3.997
